05.03.2026                             Salida dinámica de lista                                                                                   1


		Elemento PEP	Denominación del objeto	Texto de pedido		   Val/MonObj	MonO	Doc.compr.	Usuario	Fe.contab.
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric e instal de guardas mecánicas		      126,41	USD	8241920841	AC41273	27.12.2024
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer			        0,30	USD		ZA35674	27.12.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimet. protec. polines Convy FF		    1.861,61	USD	8241977737	AC13779	27.12.2024
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimetria guardas Correas y polines FF		    2.292,85	USD	8242035902	AC13779	27.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Guarda protección Steel #5. Windup		    1.133,21	USD	8242011689	AC13779	27.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Modif y fabricación de guardas Fischer		    2.171,37	USD	8242026583	AC13779	27.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric. protecciones Acero Inox		    2.347,14	USD	8241919489	AC13779	27.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Modif y fabricación de guardas Fischer		-2,15	USD	8242026583	AC91020	30.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Guarda protección Steel #5. Windup		-1,13	USD	8242011689	AC91020	30.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabric. protecciones Acero Inox		-2,33	USD	8241919489	AC91020	30.12.2024
		EEX-240011-01	EX-Modificación de seguridad carros ntco			    1.563,50	USD		ZA20326	31.12.2024
		EEX-240011-01	EX-Modificación de seguridad carros ntco			    1.422,33	USD		ZA20326	31.12.2024
		EEX-240008-01	EX-Normalizar trabajos eléc. y mecá DivA	Fabricación de 12 polines		    2.233,73	USD	8241926968	AC13779	31.12.2024
		EEX-240015-01	EX-Preparatory entrapment points Div. A			       79,28	USD		ZA20326	07.01.2025
		EEX-240005-01	EX-Ruedas Ergonomicas Carros Apexer	Mecanico soldador cambio de ruedas		-75,64	USD	8241973627	AC41273	08.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A			       21,06	USD		ZA20326	08.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A			       31,08	USD		ZA20326	08.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Cuadrilla adicional para instal Guardas		    1.397,20	USD	8242017203	AC13779	16.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	FABRICAR 2 PROTECCIONES METALICAS PRECAL		      737,79	USD	8242040416	AA95980	17.01.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	pinza Fluke paquete de 3		    1.567,23	USD	8242042109	AC44147	17.01.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	Transformadores de corriente		      556,75	USD	8242042109	AC44147	17.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	BATERIA ION LITIO 4AH 20V:DCB204-B3*DEWA		      130,69	USD	8242047891	AC44147	17.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	CARGADOR BATERIA 18-60V:DCB118-B2*DEWALT		       53,46	USD	8242047891	AC44147	17.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Conec. Purgador ASME B1.20.2 NPT  400°C		    3.589,40	USD	8242051716	AC44147	21.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	IERRA BANDA CORTE PROFUNDO 20V S/BAT S/C		      276,16	USD	8242047891	AC44147	24.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Modif y fabricación de guardas Fischer		    2.411,88	USD	8242026583	AC13779	24.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Cuadrilla adicional para instal Guardas		       26,60	USD	8242017203	AC41273	27.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	FABRICAR 2 PROTECCIONES METALICAS PRECAL		       20,89	USD	8242040416	AC41273	27.01.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	pinza Fluke paquete de 3		       44,37	USD	8242042109	AC41273	27.01.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	Transformadores de corriente		       15,76	USD	8242042109	AC41273	27.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	BATERIA ION LITIO 4AH 20V:DCB204-B3*DEWA		        3,70	USD	8242047891	AC41273	27.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	CARGADOR BATERIA 18-60V:DCB118-B2*DEWALT		        1,52	USD	8242047891	AC41273	27.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Conec. Purgador ASME B1.20.2 NPT  400°C		       98,10	USD	8242051716	AC77311	28.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Servicio mano de obra y modificaciones		    4.133,12	USD	8242026603	AC13779	30.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	IERRA BANDA CORTE PROFUNDO 20V S/BAT S/C		-0,28	USD	8242047891	AC41273	30.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Modif y fabricación de guardas Fischer		-2,39	USD	8242026583	AC77311	30.01.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Servicio mano de obra y modificaciones		       24,57	USD	8242026603	AC91020	31.01.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	FABRICACION DE PILAR EN PERFIL 75.75.3 X		      318,44	USD	8242066507	AA95980	10.02.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabric e instal guardas polines ASRS		    2.532,20	USD	8242005293	AC13779	14.02.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	Capacitor unit, EX-7Li, 100kVar, 2400V		   28.506,02	USD	8241957379	AC44147	20.02.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabric e instal guardas polines ASRS		-4,81	USD	8242005293	AC41273	20.02.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimetria guardas Correas y polines FF		    2.388,29	USD	8242035902	AA05336	20.02.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	Capacitor unit, EX-7Li, 100kVar, 2400V		      216,98	USD	8241957379	AC77311	21.02.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Planimetria guardas Correas y polines FF		       22,72	USD	8242035902	AC77311	24.02.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Kit Esmeril Angular DCG413B 41/2" 20v DE		      900,55	USD	8242080272	AC44147	28.02.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Pie de Metro Digital 8"-200 mm		      576,40	USD	8242080272	AC44147	28.02.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Adaptador Digital de Torque y angulo M 1		      518,76	USD	8242080272	AC44147	28.02.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Dobladora Tubos 1/4"-5/16"-3/8" N# 456 R		      105,80	USD	8242080272	AC44147	28.02.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Dobladora Tubos 1/2" N# 408 RIDGID		      269,34	USD	8242080272	AC44147	28.02.2025
		EEX-240013-01	EX-Mejoramiento instalacion precalentado	Medidor de Inclinacion Bosch GIM 60L		      245,35	USD	8242080272	AC44147	28.02.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Guardas paara pateadores FF		    2.467,20	USD	8242005280	AC13779	03.03.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Guardas paara pateadores FF		       68,27	USD	8242005280	AC41273	10.03.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX			        1,95	USD		ZA20326	18.03.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX			        3,69	USD		ZA20326	18.03.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabricar e instalas Rejas guardas de Seg		   36.437,94	USD	8242053622	AC13779	19.03.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabricar e instalas Rejas guardas de Seg		-100,38	USD	8242053622	AC77311	27.03.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX			       22,72	USD		ZA20326	01.04.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX			        0,60	USD		ZA20326	04.04.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX			       20,83	USD		ZA81611	11.04.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX			       43,20	USD		ZA20326	15.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de globo A-105 NPT 1.1/2" C800		      248,00	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Fusora con panel digital PPR		      285,25	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tubería de 32mm PPR. 6MT.		      999,57	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Buje Rrd. 63x32 PPR KOALITIÓN.		        7,40	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HI 63X2 PPR KOALITIÓN		      134,41	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola MET 50mm PPR .		      142,64	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HE  63X2 PPR KOALITION		      166,61	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HE 50X1.1/2"PPR KOALITION,		       56,05	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tubería PPR 63mm.alfa facher KOALITIÓN		    1.338,44	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Coplas 63mm.PPR KOALITION.		       47,89	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Codo 63mm 90° PPR KOALITION.		       23,48	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tijera corta tubo 40-63 PPR KOALITION.		       77,74	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola Plast/63mm PPR KOALIT.		       69,11	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula mariposa 3" PN16 Génebre		      304,10	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Coplas 32mm.PPR KOALITION		       18,01	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Kit de 30 codos 32x90	/45°	       21,13	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	KITDE 12 terminales 32x1 PPR KOALITION		      110,19	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola met 32mm PPR KOALIT.		       99,59	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Unión Amer, 32mm PPR KOALITIÓN		       62,85	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvulas 2" acero inox.		    1.107,80	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula decompuerta 4" clase 300.		      638,49	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tuberia 2" sch 80		      235,88	USD	8242137915	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	fix stix 3.5" epoxy 34978-1		      655,78	USD	8242143988	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	stop-it piper repair 4" x 12"		    2.247,64	USD	8242143988	AC44147	29.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	stop-it piper repair 4" x 25"		    3.623,80	USD	8242143988	AC44147	29.04.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Nueva guarda letoff recup cojin cal gum		      800,25	USD	8242119710	AC13779	29.04.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabricar e instalas Rejas guardas de Seg		   14.471,93	USD	8242053622	AC13779	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de globo A-105 NPT 1.1/2" C800		-5,35	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Fusora con panel digital PPR		-6,14	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tubería de 32mm PPR. 6MT.		-21,55	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Buje Rrd. 63x32 PPR KOALITIÓN.		-0,16	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HI 63X2 PPR KOALITIÓN		-2,90	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola MET 50mm PPR .		-3,07	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HE  63X2 PPR KOALITION		-3,60	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HE 50X1.1/2"PPR KOALITION,		-1,20	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tubería PPR 63mm.alfa facher KOALITIÓN		-28,85	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Coplas 63mm.PPR KOALITION.		-1,04	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Codo 63mm 90° PPR KOALITION.		-0,50	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tijera corta tubo 40-63 PPR KOALITION.		-1,68	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola Plast/63mm PPR KOALIT.		-1,49	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula mariposa 3" PN16 Génebre		-6,56	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Coplas 32mm.PPR KOALITION		-0,39	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Kit de 30 codos 32x90	/45°	-0,46	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	KITDE 12 terminales 32x1 PPR KOALITION		-2,37	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola met 32mm PPR KOALIT.		-2,15	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Unión Amer, 32mm PPR KOALITIÓN		-1,35	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvulas 2" acero inox.		-23,88	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula decompuerta 4" clase 300.		-13,76	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Tuberia 2" sch 80		-5,09	USD	8242137915	AC41273	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	fix stix 3.5" epoxy 34978-1		-14,14	USD	8242143988	AC77311	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	stop-it piper repair 4" x 12"		-48,45	USD	8242143988	AC77311	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	stop-it piper repair 4" x 25"		-78,11	USD	8242143988	AC77311	30.04.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Cambio de piping Calandra z		   13.815,19	USD	8242137650	AC13451	05.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de cambio de piping TCU mixer 5		    4.952,86	USD	8242144028	AC13451	05.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de quipo de alza hombre PP		    1.599,03	USD	8242144410	AC13451	05.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de soldadores parada de planta		    3.904,14	USD	8242137922	AC13451	05.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HE PVC/EPDM 1" SCH80		       79,11	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Unión Americana PVC/EPDM 1" SCH80		      161,73	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Válvula de bola PVC/EPDM 4" SCH80		      602,65	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HE PVC/EPDM 2" SCH80		      112,78	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HI PVC/EPDM 2" SCH80		      112,78	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	TEE PVC/EPDM 1" SCH80		       95,02	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	TEE PVC/EPDM 2" SCH80		      108,53	USD	8242144015	AC44147	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Terminal HI PVC/EPDM 1" sch80		       79,11	USD	8242144015	AC44147	06.05.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Nueva guarda letoff recup cojin cal gum		-2,25	USD	8242119710	AC77311	06.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	SERVICIO DE CAMBIO DE VALVULAR PIPING		    4.113,19	USD	8242137923	AC13451	06.05.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabricar e instalas Rejas guardas de Seg		      194,07	USD	8242053622	AC41273	08.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	SERVICIO DE CAMBIO DE VALVULAR PIPING		-23,19	USD	8242137923	AC41273	08.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de cambio de piping TCU mixer 5		-23,29	USD	8242144028	AC41273	08.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Cambio de piping Calandra z		-64,98	USD	8242137650	AC41273	08.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Cambio de piping 12" edificio 1j		    8.116,55	USD	8242137941	AC13451	08.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de reparacion pinping pozo 5		    3.251,30	USD	8242137910	AC13451	12.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de reparacion pinping pozo 5		-3.251,30	USD	8242137910	AC13451	12.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Equipo de soldadore parada de planta		    1.661,60	USD	8242142342	AC13451	12.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de reparacion pinping pozo 5		    3.281,92	USD	8242137910	AC13451	12.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de reparacion pinping pozo 5		-24,49	USD	8242137910	AC41273	15.05.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Cambio de piping 12" edificio 1j		       46,02	USD	8242137941	AC41273	15.05.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	MUFA INT 8KV 4- 2/0 MONOP QT-8B PLUS		    2.307,00	USD	8242037953	AC44147	22.05.2025
		EEX-240017-01	EX-Upgrade banco conden 2,3KV SE N°1	MUFA INT 8KV 4- 2/0 MONOP QT-8B PLUS		        4,35	USD	8242037953	AC41273	26.05.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. e instalac. de soporte rodillo		      847,15	USD	8242116006	AC13779	28.05.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. Polin, Guarda Polin, Roldana		    1.068,49	USD	8242115989	AA95980	30.05.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Dise#o y fabric de nuevas planchas		    5.084,90	USD	8242118579	AA95980	30.05.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. e instalac. de soporte rodillo		        0,79	USD	8242116006	AC41273	30.05.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. Guia de entrada windup Fischer		      570,29	USD	8242099551	AA95980	02.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Guardas para sensores Recup de cojin		    1.103,69	USD	8242162393	AA95980	03.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. Polin, Guarda Polin, Roldana		-5,00	USD	8242115989	AC41273	04.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Dise#o y fabric de nuevas planchas		-23,83	USD	8242118579	AC41273	04.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Fabric. Guia de entrada windup Fischer		        2,69	USD	8242099551	AC77311	05.06.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de soldadores parada de planta		       29,38	USD	8242137922	AC41273	09.06.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Servicio de quipo de alza hombre PP		       12,04	USD	8242144410	AC41273	09.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Guardas para sensores Recup de cojin		        7,26	USD	8242162393	AC41273	09.06.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Conexionado Planta Fotovoltaica a Red GY		   22.513,45	USD	8242138839	AA18489	09.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Guardas para sistema frenos windup		    1.670,99	USD	8242119731	AA95980	18.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Guardas para sistema frenos windup		-14,13	USD	8242119731	AC41273	23.06.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Nueva guarda convey wind dup Fischer 2		    1.125,45	USD	8242138838	AA95980	03.07.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Proyecto Proyecto puertas recuperadora d		    2.689,11	USD	8242189000	AA95980	07.07.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Conexionado Planta Fotovoltaica a Red GY		       42,04	USD	8242138839	AC77311	08.07.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Proyecto Proyecto puertas recuperadora d		-37,59	USD	8242189000	AC41273	09.07.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Nueva guarda convey wind dup Fischer 2		-21,90	USD	8242138838	AC41273	09.07.2025
		EEX-250003-01	EX-Reparacion Piping General Planta	Equipo de soldadore parada de planta		-31,00	USD	8242142342	AC77311	11.07.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3186930		   40.017,54	USD	8242222168	AC44147	04.08.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3179801		   11.400,04	USD	8242222168	AC44147	04.08.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipos AAC 3185830		   10.629,59	USD	8242222168	AC44147	04.08.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3186930		       77,41	USD	8242222168	AC77311	11.08.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipo AAC 3179801		       22,05	USD	8242222168	AC77311	11.08.2025
		EEX-250006-01	EX-Upgrade AC Units Division A y B	Equipos AAC 3185830		       20,56	USD	8242222168	AC77311	11.08.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Dise#o Arquitectura & Cálculo Cecom ASRS		    4.685,90	USD	8242202690	AC15848	12.08.2025
		EEX-250004-01	EX-Modificación centro distribución S10	Dise#o Arquitectura & Cálculo Cecom ASRS		       22,72	USD	8242202690	AC77311	21.08.2025
		EEX-250004-01	EX-Modificación centro distribución S10			-4.685,90	USD		AA14149	12.08.2025
		EEX-250007-01	EX-C-Com Relocation (TBM, ASRS)			    4.685,90	USD		AA14149	12.08.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Instalación Interlock Recuperadora Cojin		    1.398,54	USD	8242232711	AA95980	26.08.2025
		EEX-250004-01	EX-Modificación centro distribución S10	canalización se#al corriente Planta FV		    1.217,84	USD	8242225579	AC13451	27.08.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	FABRICACION DE PROTECCIONES AC INOX STEE		    2.463,82	USD	8242189014	AA95980	29.08.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar			    3.598,00	USD		AA14149	31.08.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	FABRICACION DE PROTECCIONES AC INOX STEE		-16,68	USD	8242189014	AC41273	03.09.2025
		EEX-250003-01	EX-Reparacion Piping General Planta			    7.191,23	USD		AA14149	02.09.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Dise#o, fabric e instal barrera seg.		    1.083,41	USD	8242005292	AC13779	08.09.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Instalación Interlock Recuperadora Cojin		-2,69	USD	8242232711	AC41273	08.09.2025
		EEX-250004-01	EX-Modificación centro distribución S10	canalización se#al corriente Planta FV		        1,17	USD	8242225579	AC41273	08.09.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabricar placas para sensores Fischer		      456,44	USD	8242017199	AA95980	10.09.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Dise#o, fabric e instal barrera seg.		       10,44	USD	8242005292	AC41273	12.09.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	OptoLED#  OG20000		      729,62	USD	8242248368	AC44147	12.09.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	OptoLED#  OF10000		      269,12	USD	8242248368	AC44147	12.09.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	OptoLED#  OG20000		        0,69	USD	8242248368	AC41273	15.09.2025
		EEX-250008-01	EX-Reubicación estacion de desarme/repar	OptoLED#  OF10000		        0,26	USD	8242248368	AC41273	15.09.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	Fabricar placas para sensores Fischer		        5,73	USD	8242017199	AC41273	15.09.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	FABRICACION Y MONTAJE DE GUARDAS WINDUP		    1.431,94	USD	8242248511	AA95980	26.09.2025
		EEX-240015-01	EX-Preparatory entrapment points Div. A	FABRICACION Y MONTAJE DE GUARDAS WINDUP		-12,29	USD	8242248511	AC77311	30.09.2025
		EEX-250000-01	EX-Preparatory entrapment point Prep MiX	Mejoras en guardas Fischer 1y2		    2.517,15	USD	8242115958	AA95980	30.09.2025
		EEX-250015-01	EX-Fire Risk Reduction T100 - T400 Phas	Limp. Convey, paredes y pilares Trincher		   44.598,79	USD	8242248305	AA21351	30.09.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Fabric e instal guardas polines ASRS		    2.496,13	USD	8242005293	AA95980	30.09.2025
		EEX-240007-01	EX-Critical Entrapment Points Div B	Guardas paara pateadores FF		    2.443,66	USD	8242005280	AA95980	30.09.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building	Suministro de pinturas y pintado Batchof		    8.392,49	USD	8242257072	AC13779	30.09.2025
		EEX-250018-01	EX-Fire Risk Reduction Mixer Building	Limpieza Batchoff de mixer		   23.132,69	USD	8242248296	AC13779	30.09.2025
		EEX-240012-01	EX-Condicion basica cuarto seco Steelas			    2.922,73	USD		AA14149	30.09.2025
		EEX-250003-01	EX-Reparacion Piping General Planta			      270,43	USD		AA14149	30.09.2025
